populations,slug,name
2175601,paris,Paris
868277,marseille,Marseille
518635,lyon,Lyon
486828,toulouse,Toulouse
341032,nice,Nice
314138,nantes,Nantes
290053,montpellier,Montpellier
284677,strasbourg,Strasbourg
257068,bordeaux,Bordeaux
233098,lille,Lille
217728,rennes,Rennes
182211,reims,Reims
176198,toulon,Toulon
173089,saint-etienne,Saint-Étienne
169733,le-havre,Le Havre
157650,grenoble,Grenoble
156854,dijon,Dijon
154508,angers,Angers
150659,villeurbanne,Villeurbanne
150535,saint-denis,Saint-Denis
149633,nimes,Nîmes
146734,clermont-ferrand,Clermont-Ferrand
143252,le-mans,Le Mans
143097,aix-en-provence,Aix-en-Provence
139602,brest,Brest
136463,tours,Tours
133891,amiens,Amiens
131479,limoges,Limoges
128199,annecy,Annecy
121334,boulogne-billancourt,Boulogne-Billancourt
119188,perpignan,Perpignan
116775,besancon,Besançon
116581,metz,Metz
116238,orleans,Orléans
112091,saint-denis,Saint-Denis
111360,rouen,Rouen
110213,argenteuil,Argenteuil
109914,montreuil,Montreuil
108942,mulhouse,Mulhouse
105512,caen,Caen
104885,nancy,Nancy
103492,saint-paul,Saint-Paul
98089,roubaix,Roubaix
97442,tourcoing,Tourcoing
96807,nanterre,Nanterre
94649,vitry-sur-seine,Vitry-sur-Seine
92265,creteil,Créteil
91729,avignon,Avignon
88665,poitiers,Poitiers
87572,aubervilliers,Aubervilliers
86865,dunkerque,Dunkerque
86278,aulnay-sous-bois,Aulnay-sous-Bois
86052,colombes,Colombes
85946,asnieres-sur-seine,Asnières-sur-Seine
85205,versailles,Versailles
84961,saint-pierre,Saint-Pierre
82198,courbevoie,Courbevoie
79385,le-tampon,Le Tampon
79144,cherbourg-en-cotentin,Cherbourg-en-Cotentin
78126,fort-de-france,Fort-de-France
77986,rueil-malmaison,Rueil-Malmaison
77599,beziers,Béziers
77039,champigny-sur-marne,Champigny-sur-Marne
76275,pau,Pau
76114,la-rochelle,La Rochelle
75298,saint-maur-des-fosses,Saint-Maur-des-Fossés
73965,cannes,Cannes
72929,calais,Calais
72915,antibes,Antibes
72109,drancy,Drancy
71437,mamoudzou,Mamoudzou
70817,ajaccio,Ajaccio
70813,merignac,Mérignac
70619,saint-nazaire,Saint-Nazaire
68703,colmar,Colmar
68260,issy-les-moulineaux,Issy-les-Moulineaux
68126,noisy-le-grand,Noisy-le-Grand
67131,evry-courcouronnes,Évry-Courcouronnes
67129,venissieux,Vénissieux
66322,cergy,Cergy
65817,levallois-perret,Levallois-Perret
64726,valence,Valence
64668,bourges,Bourges
64374,pessac,Pessac
63652,cayenne,Cayenne
63309,ivry-sur-seine,Ivry-sur-Seine
63166,quimper,Quimper
62888,la-seyne-sur-mer,La Seyne-sur-Mer
62858,antony,Antony
62727,villeneuve-d-ascq,Villeneuve-d'Ascq
62485,clichy,Clichy
61996,troyes,Troyes
60952,montauban,Montauban
59940,neuilly-sur-seine,Neuilly-sur-Seine
59060,pantin,Pantin
59059,niort,Niort
58833,chambery,Chambéry
58811,sarcelles,Sarcelles
57150,le-blanc-mesnil,Le Blanc-Mesnil
57084,lorient,Lorient
56747,saint-andre,Saint-André
56605,beauvais,Beauvais
55899,maisons-alfort,Maisons-Alfort
55416,meaux,Meaux
55375,narbonne,Narbonne
55148,chelles,Chelles
55069,hyeres,Hyères
54964,villejuif,Villejuif
54771,epinay-sur-seine,Épinay-sur-Seine
54766,la-roche-sur-yon,La Roche-sur-Yon
54272,bobigny,Bobigny
54186,cholet,Cholet
54055,bondy,Bondy
53856,saint-quentin,Saint-Quentin
53786,frejus,Fréjus
53589,saint-louis,Saint-Louis
53438,vannes,Vannes
53082,les-abymes,Les Abymes
52926,clamart,Clamart
52269,sartrouville,Sartrouville
52256,fontenay-sous-bois,Fontenay-sous-Bois
51411,bayonne,Bayonne
51411,cagnes-sur-mer,Cagnes-sur-Mer
51225,sevran,Sevran
51031,arles,Arles
50954,corbeil-essonnes,Corbeil-Essonnes
50823,vaulx-en-velin,Vaulx-en-Velin
50670,saint-ouen-sur-seine,Saint-Ouen-sur-Seine
50632,massy,Massy
49635,vincennes,Vincennes
49573,laval,Laval
48993,albi,Albi
48865,grasse,Grasse
48763,suresnes,Suresnes
48734,montrouge,Montrouge
48420,martigues,Martigues
48044,bastia,Bastia
47702,gennevilliers,Gennevilliers
47208,aubagne,Aubagne
46954,belfort,Belfort
46707,evreux,Évreux
46630,brive-la-gaillarde,Brive-la-Gaillarde
46513,carcassonne,Carcassonne
46510,saint-priest,Saint-Priest
46478,saint-malo,Saint-Malo
46391,charleville-mezieres,Charleville-Mézières
46352,saint-herblain,Saint-Herblain
46154,choisy-le-roi,Choisy-le-Roi
46043,rosny-sous-bois,Rosny-sous-Bois
45871,blois,Blois
45748,meudon,Meudon
45576,saint-laurent-du-maroni,Saint-Laurent-du-Maroni
45400,salon-de-provence,Salon-de-Provence
45012,livry-gargan,Livry-Gargan
44837,puteaux,Puteaux
44810,chalon-sur-saone,Chalon-sur-Saône
44750,saint-germain-en-laye,Saint-Germain-en-Laye
44355,les-sables-d-olonne,Les Sables-d'Olonne
44287,alfortville,Alfortville
44246,chalons-en-champagne,Châlons-en-Champagne
44227,mantes-la-jolie,Mantes-la-Jolie
44223,noisy-le-sec,Noisy-le-Sec
44170,saint-brieuc,Saint-Brieuc
43946,la-courneuve,La Courneuve
43686,sete,Sète
43442,chateauroux,Châteauroux
43411,istres,Istres
43405,valenciennes,Valenciennes
42956,garges-les-gonesse,Garges-lès-Gonesse
42847,caluire-et-cuire,Caluire-et-Cuire
42701,talence,Talence
42426,tarbes,Tarbes
42368,reze,Rezé
42216,bron,Bron
41795,castres,Castres
41711,angouleme,Angoulême
41555,arras,Arras
41471,le-cannet,Le Cannet
41248,bourg-en-bresse,Bourg-en-Bresse
40885,wattrelos,Wattrelos
40812,bagneux,Bagneux
40802,ales,Alès
40664,boulogne-sur-mer,Boulogne-sur-Mer
40581,le-lamentin,Le Lamentin
40559,gap,Gap
40542,compiegne,Compiègne
40477,thionville,Thionville
39947,melun,Melun
39634,douai,Douai
39618,gagny,Gagny
39604,anglet,Anglet
39415,montelimar,Montélimar
39106,draguignan,Draguignan
39097,colomiers,Colomiers
38666,stains,Stains
38570,marcq-en-baroeul,Marcq-en-Barœul
38426,chartres,Chartres
38398,saint-martin-d-heres,Saint-Martin-d'Hères
38313,poissy,Poissy
38250,joue-les-tours,Joué-lès-Tours
37867,pontault-combault,Pontault-Combault
37517,saint-joseph,Saint-Joseph
37280,villepinte,Villepinte
37274,saint-benoit,Saint-Benoît
37010,chatillon,Châtillon
37010,franconville,Franconville
36961,echirolles,Échirolles
36734,savigny-sur-orge,Savigny-sur-Orge
36288,villefranche-sur-saone,Villefranche-sur-Saône
36250,annemasse,Annemasse
36230,tremblay-en-france,Tremblay-en-France
36015,sainte-genevieve-des-bois,Sainte-Geneviève-des-Bois
35800,creil,Creil
35680,neuilly-sur-marne,Neuilly-sur-Marne
35656,conflans-sainte-honorine,Conflans-Sainte-Honorine
35633,saint-raphael,Saint-Raphaël
35590,palaiseau,Palaiseau
35442,bagnolet,Bagnolet
35281,la-ciotat,La Ciotat
35278,villenave-d-ornon,Villenave-d'Ornon
35241,thonon-les-bains,Thonon-les-Bains
35101,athis-mons,Athis-Mons
34979,saint-chamond,Saint-Chamond
34938,montlucon,Montluçon
34789,haguenau,Haguenau
34764,auxerre,Auxerre
34607,villeneuve-saint-georges,Villeneuve-Saint-Georges
34196,saint-leu,Saint-Leu
34170,chatenay-malabry,Châtenay-Malabry
34151,meyzieu,Meyzieu
34004,roanne,Roanne
33810,macon,Mâcon
33793,le-perreux-sur-marne,Le Perreux-sur-Marne
33665,six-fours-les-plages,Six-Fours-les-Plages
33531,le-port,Le Port
33279,nevers,Nevers
33234,sainte-marie,Sainte-Marie
33160,romans-sur-isere,Romans-sur-Isère
33101,vitrolles,Vitrolles
33069,schiltigheim,Schiltigheim
33012,agen,Agen
32949,les-mureaux,Les Mureaux
32942,matoury,Matoury
32922,nogent-sur-marne,Nogent-sur-Marne
32793,marignane,Marignane
32633,la-possession,La Possession
32575,montigny-le-bretonneux,Montigny-le-Bretonneux
32501,cambrai,Cambrai
32449,houilles,Houilles
32223,epinal,Épinal
32156,koungou,Koungou
32120,trappes,Trappes
31733,chatellerault,Châtellerault
31606,lens,Lens
31536,saint-medard-en-jalles,Saint-Médard-en-Jalles
31463,vigneux-sur-seine,Vigneux-sur-Seine
31422,pontoise,Pontoise
31417,l-hay-les-roses,L'Haÿ-les-Roses
31306,le-chesnay-rocquencourt,Le Chesnay-Rocquencourt
31193,baie-mahault,Baie-Mahault
31013,plaisir,Plaisir
30884,cachan,Cachan
30828,pierrefitte-sur-seine,Pierrefitte-sur-Seine
30711,malakoff,Malakoff
30706,viry-chatillon,Viry-Châtillon
30664,dreux,Dreux
30642,goussainville,Goussainville
30484,bezons,Bezons
30423,lievin,Liévin
30410,rillieux-la-pape,Rillieux-la-Pape
30330,chatou,Chatou
30231,menton,Menton
30095,herblay-sur-seine,Herblay-sur-Seine
30060,perigueux,Périgueux
30053,charenton-le-pont,Charenton-le-Pont
30038,saint-cloud,Saint-Cloud
30009,vandoeuvre-les-nancy,Vandœuvre-lès-Nancy
30005,villemomble,Villemomble
29993,aix-les-bains,Aix-les-Bains
29806,thiais,Thiais
29792,savigny-le-temple,Savigny-le-Temple
29683,mont-de-marsan,Mont-de-Marsan
29669,begles,Bègles
29665,le-plessis-robinson,Le Plessis-Robinson
29632,maubeuge,Maubeuge
29589,ris-orangis,Ris-Orangis
29583,vienne,Vienne
29430,la-garenne-colombes,La Garenne-Colombes
29338,yerres,Yerres
29332,guyancourt,Guyancourt
29090,agde,Agde
29079,ermont,Ermont
28992,clichy-sous-bois,Clichy-sous-Bois
28958,sotteville-les-rouen,Sotteville-lès-Rouen
28922,orange,Orange
28798,carpentras,Carpentras
28741,draveil,Draveil
28604,decines-charpieu,Décines-Charpieu
28592,villiers-sur-marne,Villiers-sur-Marne
28561,dieppe,Dieppe
28536,romainville,Romainville
28522,soissons,Soissons
28511,saint-laurent-du-var,Saint-Laurent-du-Var
28500,saint-etienne-du-rouvray,Saint-Étienne-du-Rouvray
28494,bourgoin-jallieu,Bourgoin-Jallieu
28468,bois-colombes,Bois-Colombes
28265,grigny,Grigny
28230,fresnes,Fresnes
28041,villiers-le-bel,Villiers-le-Bel
27688,tournefeuille,Tournefeuille
27684,limeil-brevannes,Limeil-Brévannes
27466,vanves,Vanves
27415,lambersart,Lambersart
27383,saint-sebastien-sur-loire,Saint-Sébastien-sur-Loire
27201,montfermeil,Montfermeil
27072,vallauris,Vallauris
26974,sucy-en-brie,Sucy-en-Brie
26933,rambouillet,Rambouillet
26924,orvault,Orvault
26878,bretigny-sur-orge,Brétigny-sur-Orge
26830,illkirch-graffenstaden,Illkirch-Graffenstaden
26823,bergerac,Bergerac
26806,bussy-saint-georges,Bussy-Saint-Georges
26692,le-gosier,Le Gosier
26668,miramas,Miramas
26599,saumur,Saumur
26586,sens,Sens
26583,oullins,Oullins
26576,taverny,Taverny
26484,sannois,Sannois
26471,villeparisis,Villeparisis
26273,lunel,Lunel
26248,la-teste-de-buch,La Teste-de-Buch
26198,cavaillon,Cavaillon
26143,remire-montjoly,Remire-Montjoly
26019,gonesse,Gonesse
25917,henin-beaumont,Hénin-Beaumont
25809,montbeliard,Montbéliard
25775,alencon,Alençon
25771,le-grand-quevilly,Le Grand-Quevilly
25725,vierzon,Vierzon
25610,champs-sur-marne,Champs-sur-Marne
25575,elancourt,Élancourt
25532,biarritz,Biarritz
25531,aurillac,Aurillac
25435,gradignan,Gradignan
25380,la-garde,La Garde
25354,brunoy,Brunoy
25342,fontenay-aux-roses,Fontenay-aux-Roses
25330,sevremoine,Sèvremoine
25292,cenon,Cenon
25287,etampes,Étampes
25193,bethune,Béthune
25152,blagnac,Blagnac
25148,saintes,Saintes
25139,eaubonne,Eaubonne
25045,vertou,Vertou
24959,kourou,Kourou
24854,vichy,Vichy
24850,le-kremlin-bicetre,Le Kremlin-Bicêtre
24813,muret,Muret
24778,armentieres,Armentières
24764,les-ulis,Les Ulis
24710,laon,Laon
24681,cormeilles-en-parisis,Cormeilles-en-Parisis
24522,petit-bourg,Petit-Bourg
24511,libourne,Libourne
24385,saint-ouen-l-aumone,Saint-Ouen-l'Aumône
24319,rodez,Rodez
24109,eysines,Eysines
24023,villeneuve-la-garenne,Villeneuve-la-Garenne
23960,les-pavillons-sous-bois,Les Pavillons-sous-Bois
23924,le-bouscat,Le Bouscat
23853,orly,Orly
23795,la-valette-du-var,La Valette-du-Var
23777,vernon,Vernon
23775,montgeron,Montgeron
23770,dole,Dole
23767,sainte-anne,Sainte-Anne
23718,sainte-suzanne,Sainte-Suzanne
23611,maisons-laffitte,Maisons-Laffitte
23583,rochefort,Rochefort
23407,beaupreau-en-mauges,Beaupréau-en-Mauges
23402,les-lilas,Les Lilas
23382,saint-dizier,Saint-Dizier
23251,sevres,Sèvres
23128,lormont,Lormont
23026,lanester,Lanester
22906,fontaine,Fontaine
22837,abbeville,Abbeville
22836,roissy-en-brie,Roissy-en-Brie
22777,grande-synthe,Grande-Synthe
22731,frontignan,Frontignan
22649,velizy-villacoublay,Vélizy-Villacoublay
22638,herouville-saint-clair,Hérouville-Saint-Clair
22485,manosque,Manosque
22429,le-robert,Le Robert
22426,loos,Loos
22403,tassin-la-demi-lune,Tassin-la-Demi-Lune
22361,torcy,Torcy
22336,oyonnax,Oyonnax
22330,epernay,Épernay
22315,le-moule,Le Moule
22291,le-petit-quevilly,Le Petit-Quevilly
22248,saint-mande,Saint-Mandé
22200,auch,Auch
22177,dammarie-les-lys,Dammarie-les-Lys
22168,olivet,Olivet
22165,deuil-la-barre,Deuil-la-Barre
22141,sainte-foy-les-lyon,Sainte-Foy-lès-Lyon
22002,millau,Millau
21990,chaumont,Chaumont
21968,la-madeleine,La Madeleine
21915,villeneuve-sur-lot,Villeneuve-sur-Lot
21862,coueron,Couëron
21851,bruay-la-buissiere,Bruay-la-Buissière
21838,castelnau-le-lez,Castelnau-le-Lez
21836,mandelieu-la-napoule,Mandelieu-la-Napoule
21811,combs-la-ville,Combs-la-Ville
21749,montigny-les-metz,Montigny-lès-Metz
21721,arcueil,Arcueil
21652,forbach,Forbach
21647,montmorency,Montmorency
21646,saint-louis,Saint-Louis
21638,montigny-les-cormeilles,Montigny-lès-Cormeilles
21543,gujan-mestras,Gujan-Mestras
21491,le-creusot,Le Creusot
21411,les-pennes-mirabeau,Les Pennes-Mirabeau
21376,gardanne,Gardanne
21354,lagny-sur-marne,Lagny-sur-Marne
21353,hazebrouck,Hazebrouck
21308,gif-sur-yvette,Gif-sur-Yvette
21214,villeneuve-le-roi,Villeneuve-le-Roi
21098,acheres,Achères
21087,croix,Croix
21071,le-mee-sur-seine,Le Mée-sur-Seine
21070,fleury-les-aubrais,Fleury-les-Aubrais
21054,saint-jean-de-braye,Saint-Jean-de-Braye
21019,saint-genis-laval,Saint-Genis-Laval
21017,mons-en-baroeul,Mons-en-Barœul
20985,chemille-en-anjou,Chemillé-en-Anjou
20964,longjumeau,Longjumeau
20925,coudekerque-branche,Coudekerque-Branche
20915,neuilly-plaisance,Neuilly-Plaisance
20898,challans,Challans
20893,saint-gratien,Saint-Gratien
20860,allauch,Allauch
20830,la-celle-saint-cloud,La Celle-Saint-Cloud
20820,sarreguemines,Sarreguemines
20808,halluin,Halluin
20769,bourg-la-reine,Bourg-la-Reine
20762,dax,Dax
20712,montereau-fault-yonne,Montereau-Fault-Yonne
20711,beaune,Beaune
20702,chaville,Chaville
20619,morsang-sur-orge,Morsang-sur-Orge
20528,fougeres,Fougères
20499,mantes-la-ville,Mantes-la-Ville
20485,wasquehal,Wasquehal
20397,pertuis,Pertuis
20353,mitry-mory,Mitry-Mory
20298,nogent-sur-oise,Nogent-sur-Oise
20248,voiron,Voiron
20229,montaigu-vendee,Montaigu-Vendée
20191,ozoir-la-ferriere,Ozoir-la-Ferrière
20171,lisieux,Lisieux
20157,cournon-d-auvergne,Cournon-d'Auvergne
20121,givors,Givors
20040,lannion,Lannion
20032,carquefou,Carquefou
20025,le-plessis-trevise,Le Plessis-Trévise
19965,saint-michel-sur-orge,Saint-Michel-sur-Orge
19933,denain,Denain
19907,cahors,Cahors
19889,bourg-les-valence,Bourg-lès-Valence
19863,chevilly-larue,Chevilly-Larue
19858,chilly-mazarin,Chilly-Mazarin
19847,schoelcher,Schœlcher
19733,bressuire,Bressuire
19724,saint-die-des-vosges,Saint-Dié-des-Vosges
19706,l-isle-sur-la-sorgue,L'Isle-sur-la-Sorgue
19658,bouguenais,Bouguenais
19606,sceaux,Sceaux
19563,moulins,Moulins
19526,la-chapelle-sur-erdre,La Chapelle-sur-Erdre
19516,joinville-le-pont,Joinville-le-Pont
19502,concarneau,Concarneau
19489,mougins,Mougins
19477,ronchin,Ronchin
19360,selestat,Sélestat
19262,mont-saint-aignan,Mont-Saint-Aignan
19254,saint-fons,Saint-Fons
19214,albertville,Albertville
19061,le-puy-en-velay,Le Puy-en-Velay
19024,saint-lo,Saint-Lô
19011,riom,Riom
19011,saint-cyr-l-ecole,Saint-Cyr-l'École
18930,lingolsheim,Lingolsheim
18888,plaisance-du-touch,Plaisance-du-Touch
18808,villefontaine,Villefontaine
18802,sorgues,Sorgues
18670,vence,Vence
18650,sainte-rose,Sainte-Rose
18628,cognac,Cognac
18621,hem,Hem
18587,ecully,Écully
18577,gentilly,Gentilly
18516,bruz,Bruz
18506,la-crau,La Crau
18499,royan,Royan
18348,louviers,Louviers
18316,bruges,Bruges
18267,cugnaux,Cugnaux
18267,vitre,Vitré
18251,fecamp,Fécamp
18243,soisy-sous-montmorency,Soisy-sous-Montmorency
18237,brie-comte-robert,Brie-Comte-Robert
18165,faches-thumesnil,Faches-Thumesnil
18162,eragny,Éragny
18142,chennevieres-sur-marne,Chennevières-sur-Marne
18131,capesterre-belle-eau,Capesterre-Belle-Eau
18072,bagnols-sur-ceze,Bagnols-sur-Cèze
18045,bonneuil-sur-marne,Bonneuil-sur-Marne
18027,luneville,Lunéville
18019,maurepas,Maurepas
18018,mauges-sur-loire,Mauges-sur-Loire
17897,montceau-les-mines,Montceau-les-Mines
17882,floirac,Floirac
17882,moissy-cramayel,Moissy-Cramayel
17871,romorantin-lanthenay,Romorantin-Lanthenay
17831,dzaoudzi,Dzaoudzi
17790,ploemeur,Ploemeur
17762,garches,Garches
17583,avion,Avion
17560,les-clayes-sous-bois,Les Clayes-sous-Bois
17534,marmande,Marmande
17485,le-pre-saint-gervais,Le Pré-Saint-Gervais
17474,segre-en-anjou-bleu,Segré-en-Anjou Bleu
17448,meylan,Meylan
17425,chateauneuf-les-martigues,Châteauneuf-les-Martigues
17402,osny,Osny
17399,carvin,Carvin
17393,pontarlier,Pontarlier
17364,brignoles,Brignoles
17320,lons-le-saunier,Lons-le-Saunier
17312,cesson-sevigne,Cesson-Sévigné
17273,le-pontet,Le Pontet
17270,ducos,Ducos
17210,chamalieres,Chamalières
17161,verdun,Verdun
17147,limay,Limay
17137,bischheim,Bischheim
17007,juvisy-sur-orge,Juvisy-sur-Orge
16996,cluses,Cluses
16981,firminy,Firminy
16936,cestas,Cestas
16919,bry-sur-marne,Bry-sur-Marne
16913,chateau-gontier-sur-mayenne,Château-Gontier-sur-Mayenne
16885,vire-normandie,Vire Normandie
16875,morne-a-l-eau,Morne-à-l'Eau
16805,hendaye,Hendaye
16742,lamballe-armor,Lamballe-Armor
16735,mauguio,Mauguio
16710,lattes,Lattes
16696,sanary-sur-mer,Sanary-sur-Mer
16633,yutz,Yutz
16575,vaureal,Vauréal
16574,saint-maximin-la-sainte-baume,Saint-Maximin-la-Sainte-Baume
16569,port-de-bouc,Port-de-Bouc
16563,ambares-et-lagrave,Ambarès-et-Lagrave
16536,lamentin,Lamentin
16520,balma,Balma
16508,sallanches,Sallanches
16487,boissy-saint-leger,Boissy-Saint-Léger
16445,saint-jean-de-la-ruelle,Saint-Jean-de-la-Ruelle
16431,valserhone,Valserhône
16423,le-francois,Le François
16406,viroflay,Viroflay
16354,oree-d-anjou,Orée d'Anjou
16344,saran,Saran
16335,marly-le-roi,Marly-le-Roi
16333,digne-les-bains,Digne-les-Bains
16288,annonay,Annonay
16248,carrieres-sous-poissy,Carrières-sous-Poissy
16214,jouy-le-moutier,Jouy-le-Moutier
16205,elbeuf,Elbeuf
16193,sedan,Sedan
16169,l-isle-d-abeau,L'Isle-d'Abeau
16152,saint-joseph,Saint-Joseph
16139,le-bourget,Le Bourget
16135,les-herbiers,Les Herbiers
16133,vendome,Vendôme
16117,la-baule-escoublac,La Baule-Escoublac
16107,guerande,Guérande
16053,saint-amand-les-eaux,Saint-Amand-les-Eaux
16012,chateaurenard,Châteaurenard
15991,saint-cyr-sur-loire,Saint-Cyr-sur-Loire
15982,verneuil-sur-seine,Verneuil-sur-Seine
15949,le-pecq,Le Pecq
15914,landerneau,Landerneau
15888,hayange,Hayange
15865,le-vesinet,Le Vésinet
15858,hennebont,Hennebont
15848,dembeni,Dembeni
15844,orsay,Orsay
15829,saint-leu-la-foret,Saint-Leu-la-Forêt
15812,loire-authion,Loire-Authion
15801,saint-egreve,Saint-Égrève
15787,montrevault-sur-evre,Montrevault-sur-Èvre
15780,villeneuve-loubet,Villeneuve-Loubet
15766,saint-pierre-des-corps,Saint-Pierre-des-Corps
15718,beaucaire,Beaucaire
15676,noisiel,Noisiel
15656,montbrison,Montbrison
15603,pamiers,Pamiers
15602,fos-sur-mer,Fos-sur-Mer
15602,macouria,Macouria
15571,sainte-marie,Sainte-Marie
15570,pornic,Pornic
15564,montivilliers,Montivilliers
15522,sin-le-noble,Sin-le-Noble
15510,blanquefort,Blanquefort
15509,saint-julien-en-genevois,Saint-Julien-en-Genevois
15470,toul,Toul
15435,luce,Lucé
15433,saint-avold,Saint-Avold
15418,domont,Domont
15410,pointe-a-pitre,Pointe-à-Pitre
15407,fontainebleau,Fontainebleau
15373,rumilly,Rumilly
15351,chateau-thierry,Château-Thierry
15345,gaillac,Gaillac
15238,sainte-luce-sur-loire,Sainte-Luce-sur-Loire
15220,bois-d-arcy,Bois-d'Arcy
15214,issoire,Issoire
15195,tarascon,Tarascon
15105,rive-de-gier,Rive-de-Gier
15034,saint-just-saint-rambert,Saint-Just-Saint-Rambert
15019,bailleul,Bailleul
15013,montesson,Montesson
15003,carrieres-sur-seine,Carrières-sur-Seine
14973,vesoul,Vesoul
14968,saint-avertin,Saint-Avertin
14941,verrieres-le-buisson,Verrières-le-Buisson
14902,la-fleche,La Flèche
14891,senlis,Senlis
14889,pontivy,Pontivy
14875,saint-brice-sous-foret,Saint-Brice-sous-Forêt
14842,guipavas,Guipavas
14837,valenton,Valenton
14796,crepy-en-valois,Crépy-en-Valois
14789,montargis,Montargis
14784,bouc-bel-air,Bouc-Bel-Air
14779,flers,Flers
14775,haubourdin,Haubourdin
14759,trelaze,Trélazé
14757,coulommiers,Coulommiers
14736,wattignies,Wattignies
14733,bar-le-duc,Bar-le-Duc
14730,longwy,Longwy
14729,morlaix,Morlaix
14726,saint-omer,Saint-Omer
14708,le-raincy,Le Raincy
14705,tulle,Tulle
14680,illzach,Illzach
14679,mennecy,Mennecy
14656,francheville,Francheville
14626,roquebrune-sur-argens,Roquebrune-sur-Argens
14609,meru,Méru
14601,hautmont,Hautmont
14558,villers-les-nancy,Villers-lès-Nancy
14541,wittenheim,Wittenheim
14487,caudry,Caudry
14467,ramonville-saint-agne,Ramonville-Saint-Agne
14434,pont-a-mousson,Pont-à-Mousson
14329,arnouville,Arnouville
14328,romilly-sur-seine,Romilly-sur-Seine
14309,bois-guillaume,Bois-Guillaume
14300,laxou,Laxou
14281,dinan,Dinan
14268,lognes,Lognes
14244,canteleu,Canteleu
14243,fameck,Fameck
14240,sainte-maxime,Sainte-Maxime
14216,chenove,Chenôve
14204,amberieu-en-bugey,Ambérieu-en-Bugey
14198,saint-jean-de-luz,Saint-Jean-de-Luz
14158,plerin,Plérin
14145,montmagny,Montmagny
14118,saint-brevin-les-pins,Saint-Brevin-les-Pins
14109,saint-fargeau-ponthierry,Saint-Fargeau-Ponthierry
14108,l-etang-sale,L'Étang-Salé
14071,rixheim,Rixheim
14065,avrille,Avrillé
14015,douarnenez,Douarnenez
14001,saint-maurice,Saint-Maurice
13998,woippy,Woippy
13989,bandraboua,Bandraboua
13946,biscarrosse,Biscarrosse
13945,auray,Auray
13934,castelsarrasin,Castelsarrasin
13934,tsingoni,Tsingoni
13932,thouars,Thouars
13917,fleury-merogis,Fleury-Mérogis
13811,castanet-tolosan,Castanet-Tolosan
13791,berck,Berck
13787,saint-gilles,Saint-Gilles
13771,ollioules,Ollioules
13732,gien,Gien
13730,argentan,Argentan
13720,lons,Lons
13665,mions,Mions
13662,avon,Avon
13576,beausoleil,Beausoleil
13575,outreau,Outreau
13558,saint-martin-de-crau,Saint-Martin-de-Crau
13557,villetaneuse,Villetaneuse
13547,tergnier,Tergnier
13533,saint-jacques-de-la-lande,Saint-Jacques-de-la-Lande
13520,berre-l-etang,Berre-l'Étang
13509,bollene,Bollène
13494,fontenay-le-fleury,Fontenay-le-Fleury
13471,lys-lez-lannoy,Lys-lez-Lannoy
13461,montataire,Montataire
13453,morangis,Morangis
13452,pierrelatte,Pierrelatte
13436,saint-paul-les-dax,Saint-Paul-lès-Dax
13410,lieusaint,Lieusaint
13386,persan,Persan
13383,vaires-sur-marne,Vaires-sur-Marne
13361,roncq,Roncq
13336,audincourt,Audincourt
13330,plougastel-daoulas,Plougastel-Daoulas
13303,anzin,Anzin
13302,fontenay-le-comte,Fontenay-le-Comte
13267,kingersheim,Kingersheim
13257,valbonne,Valbonne
13243,saint-genis-pouilly,Saint-Genis-Pouilly
13235,noyon,Noyon
13210,lourdes,Lourdes
13195,moissac,Moissac
13173,mouvaux,Mouvaux
13165,nemours,Nemours
13157,autun,Autun
13114,val-de-reuil,Val-de-Reuil
13099,amilly,Amilly
13093,gex,Gex
13078,andresy,Andrésy
13078,chateaudun,Châteaudun
13070,creutzwald,Creutzwald
13057,belleville-en-beaujolais,Belleville-en-Beaujolais
13022,genas,Genas
13017,bayeux,Bayeux
12979,plouzane,Plouzané
12966,saint-andre-lez-lille,Saint-André-lez-Lille
12899,yzeure,Yzeure
12889,gueret,Guéret
12875,monteux,Monteux
12874,mayenne,Mayenne
12844,freyming-merlebach,Freyming-Merlebach
12824,roquebrune-cap-martin,Roquebrune-Cap-Martin
12811,les-ponts-de-ce,Les Ponts-de-Cé
12790,chalette-sur-loing,Châlette-sur-Loing
12789,graulhet,Graulhet
12771,auriol,Auriol
12768,bras-panon,Bras-Panon
12764,montevrain,Montévrain
12693,amboise,Amboise
12685,cusset,Cusset
12660,riedisheim,Riedisheim
12628,billere,Billère
12615,bischwiller,Bischwiller
12601,pont-sainte-maxence,Pont-Sainte-Maxence
12586,ostwald,Ostwald
12581,saint-andre-les-vergers,Saint-André-les-Vergers
12567,granville,Granville
12557,bonneville,Bonneville
12522,saint-orens-de-gameville,Saint-Orens-de-Gameville
12522,vernouillet,Vernouillet
12498,comines,Comines
12498,tarnos,Tarnos
12489,carros,Carros
12468,raismes,Raismes
12410,seclin,Seclin
12348,saint-francois,Saint-François
12331,sarrebourg,Sarrebourg
12324,harnes,Harnes
12308,petite-ile,Petite-Île
12279,epinay-sous-senart,Épinay-sous-Sénart
12264,claye-souilly,Claye-Souilly
12253,aubenas,Aubenas
12232,la-trinite,La Trinité
12227,mende,Mende
12213,somain,Somain
12211,barentin,Barentin
12200,le-chambon-feugerolles,Le Chambon-Feugerolles
12188,quimperle,Quimperlé
12186,canet-en-roussillon,Canet-en-Roussillon
12176,vidauban,Vidauban
